#,name,address,city,phone,email,website,category
96,Transcend Việt Nam - Công Ty TNHH Khoáng Sản (Cát Thủy Tinh) Transcend Việt Nam,"Khu Công Nghiệp Hòa Khánh, Lô G,Đường 3, Q. Liên Chiểu, ",Tp. Đà Nẵng,(0236) 3730973                                 ,ylh@dng.vnn.vn                                    ,,Khoáng Sản - Công Ty Khoáng Sản
97,Deng2minerals,"Box 5678, Đường Hai Cinema, Juba, ",Juba,(+211) 924 719 799                             ,abduldeng31@gmail.com                             ,http://deng2minerals.com,Khoáng Sản - Công Ty Khoáng Sản
98,Công Ty TNHH Khai Thác Và Chế Biến Khoáng Sản Linh Vũ Trân,"Thôn 1, X. Phong Phú, H. Tuy Phong, ",Bình Thuận,(0252) 3976797                                 ,linhvutranbentonite@gmail.com                     ,,Khoáng Sản - Công Ty Khoáng Sản
99,Công Ty Cổ Phần Khoáng Sản Tây Giang Cao Bằng,"Ngũ Lão, Hòa An, ",Cao Bằng,(0206) 6253189                                 ,contact@tgm2.vn                                   ,http://www.tgm2.vn,Khoáng Sản - Công Ty Khoáng Sản
100,Công Ty TNHH MTV Thương Mại Trung Kiên,"Khu 4, CCN Ngô Quyền, Cẩm Thượng, TP. Hải Dương, ",Hải Dương,0904127255                              ,ctytrungkien72@gmail.com                          ,http://hoachattrungkien.com,Khoáng Sản - Công Ty Khoáng Sản
101,Công Ty Cổ Phần Đầu Tư Thương Mại & Vận Tải Thành Trang,"31 Chương Dương, Hạ Lý, Q. Hồng Bàng, ",Tp. Hải Phòng,(0225) 3759399                                 ,thanhtrang@thanhtranghp.vn                        ,http://thanhtranghp.vn,Khoáng Sản - Công Ty Khoáng Sản
102,Công Ty Khai Thác Vận Tải Thủy Nội Địa,"T8 Quang Trung, Phủ Lý, ",Hà Nam,0915668168                              ,dnt252@gmail.com                                  ,,Khoáng Sản - Công Ty Khoáng Sản
103,Công Ty Cổ Phần Vận Tải Biển Vạn An,"129 Đường Số 59, P. 14, Q. Gò Vấp, ",Tp. Hồ Chí Minh (TPHCM),(028) 38117557                                ,ops@vanangroup.com                                ,http://vananshipping.com,Khoáng Sản - Công Ty Khoáng Sản
104,Công Ty TNHH Thế Lực,"9/5 Nguyễn Quy Yêm, P. An Lạc, Q. Bình Tân, ",Tp. Hồ Chí Minh (TPHCM),(028) 38768317                                ,intheluc@gmail.com                                ,,Khoáng Sản - Công Ty Khoáng Sản
105,Công Ty CP Kim Loại Mầu Thái Nguyên - VIMICO,"Tổ 6, P.Phú Xá,Tp. Thái Nguyên, ",Thái Nguyên,(0208) 3847229                                 ,thainguyentmc@gmail.com                           ,http://kimloaimau.com.vn,Khoáng Sản - Công Ty Khoáng Sản
106,Tân Uyên - Công Ty Cổ Phần Khoáng Sản Xây Dựng Tân Uyên XiCo,"ấp Tân Lợi, Xã Đất Cuốc,H. Bắc Tân Uyên, ",Bình Dương,(0274) 3656318                                 ,ktcbkstanuyen@hcm.vnn.vn                          ,,Khoáng Sản - Công Ty Khoáng Sản
107,Công Ty TNHH Một Thành Viên Hòa Phát Thành,"24 Đường 18, KDT Mới Him Lam, P. Tân Hưng, Q.7 ",Tp. Hồ Chí Minh (TPHCM),(028) 38932578                                ,customer.service@hoaphatthanh.com.vn              ,,Khoáng Sản - Công Ty Khoáng Sản
108,Bàn Thạch - Công Ty TNHH Bàn Thạch,"Số 9 Thanh Niên, P. An Xuân,Thanh Niên, Tp. Tam Kỳ, ",Quảng Nam,(0235) 3851463                                 ,banthachco@gmail.com                              ,,Khoáng Sản - Công Ty Khoáng Sản
109,Công Ty CP Simco Sông Đà,"Tòa SIMCO Sông Đà, tiểu khu ĐTM Vạn Phúc, phường Vạn Phúc, quận Hà Đông, ",Hà Nội,(024) 35520402                                ,songda@simco.vn                                   ,http://simco.vn,Khoáng Sản - Công Ty Khoáng Sản
110,Đá Mài Hải Dương - Công Ty Cổ Phần Đá Mài Hải Dương,"314 Điện Biên Phủ, P. Bình Hàn, ",Hải Dương,,admin@damaihd.com.vn                              ,http://damaihaiduong.com.vn,Khoáng Sản - Công Ty Khoáng Sản
111,Công Ty Cổ Phần SX & TM Sơn Thanh Phong,"Tân Ninh, Triệu Sơn, ",Thanh Hóa,(0237) 3563295                                 ,Sonthanhphong1111@gmail.com                       ,,Khoáng Sản - Công Ty Khoáng Sản
112,Bảo Linh - Công Ty Cổ Phần Vận Tải & Thương Mại Quốc Tế Bảo Linh,"356 Đà Nẵng, Q. Ngô Quyền, ",Tp. Hải Phòng,(0225) 3825343                                 ,info@baolinhjsc.com.vn                            ,http://www.baolinhjsc.com.vn,Khoáng Sản - Công Ty Khoáng Sản
113,Ban Mai - Công Ty TNHH Sản Xuất & Thương Mại Khoáng Sản Ban Mai,"178 P. Ngô Mây,Nguyễn Thái Học, Tp. Quy Nhơn, ",Bình Định,(0256) 3523952                                 ,thuhien_banmai@yahoo.com                          ,,Khoáng Sản - Công Ty Khoáng Sản
114,Công Ty TNHH Mai Linh C,"Số 51 Ngõ 49 Triều Khúc, Thanh Xuân Nam, Thanh Xuân, ",Hà Nội,(024) 38548828                                ,mailinhc2012@gmail.com                            ,,Khoáng Sản - Công Ty Khoáng Sản
115,Công Ty CP Khoáng Sản Pha Lê,"8th Floor, 169 Nguyen Ngoc Vu Str., Cau Giay Dist., ",Hà Nội,(024) 35551669                                ,phuongnm@phalecorp.com                            ,http://www.phalecorp.com,Khoáng Sản - Công Ty Khoáng Sản
116,Công Ty CPKS & TM Thiên Hà (Galaxy Minerals),"Số 12/3/2, Đường Ven Sông Lam, P. Bến Thủy, Tp, Vinh, ",Nghệ An,(0238) 8604666                                 ,thtminerals@gmail.com                             ,http://www.thtminerals.com,Khoáng Sản - Công Ty Khoáng Sản
117,Công Ty CP Công Nghiệp Đông Bắc Việt Nam,"Tổ 7, Khu 9, P. Bãi Cháy, TP. Hạ Long, ",Quảng Ninh,0911636189                              ,vanduyenhmxom10@gmail.com                         ,,Khoáng Sản - Công Ty Khoáng Sản
118,Công Ty TNHH Trung Thành Thái Nguyên,"Tổ 9, P. Trung Thành, TP. Thái Nguyên, ",Thái Nguyên,(0208) 3832469                                 ,trungthanhtn@trungthanhtn.com.vn                  ,http://trungthanhtn.com.vn,Khoáng Sản - Công Ty Khoáng Sản
119,Công Ty TNHH Sản Xuất & Thương Mại ABB,"Hưng Nguyên, ",Nghệ An,(038) 3821386                                 ,Ctyabb@gmail.com                                  ,,Khoáng Sản - Công Ty Khoáng Sản
120,Công Ty Cổ Phần Kỹ Thuật Thương Mại Thiên Hỏa Long,,Hà Nội,(024) 62754763                                ,thienhoalonghn@gmail.com                          ,http://www.thienhoalong.vn,Khoáng Sản - Công Ty Khoáng Sản
121,Công Ty Vôi Đá Lương Sơn - Hòa Bình,"TT. Lương Sơn, H. Lương Sơn, ",Hòa Bình,(0218) 3824120                                 , ,,Khoáng Sản - Công Ty Khoáng Sản
122,Công Ty TNHH Thương Mại Và Kỹ Thuật Việt Nhật,"Số 221, Tổ 7, P. Thắng Lợi, TX. Sông Công, ",Thái Nguyên,(0208) 3509716                                 ,contact@vietnhatgroup.com                         ,http://vietnhatgroup.com,Khoáng Sản - Công Ty Khoáng Sản
123,Tổng Công Ty Cổ Phần Khoáng Sản NA Rì HAMICO,"Lũng Hoàn, Xã Xuất Hóa, TX Bắc Kạn, ",Bắc Cạn,(0209) 6286786                                 , ,http://www.narihamico.vn,Khoáng Sản - Công Ty Khoáng Sản
124,Hoàng Nguyên - Công Ty Cổ Phần Khoáng Sản Hoàng Nguyên,"55 Bạch Đằng, TT. Núi Đèo, H. Thủy Nguyên, ",Tp. Hải Phòng,(0225) 3642084                                 , ,,Khoáng Sản - Công Ty Khoáng Sản
125,Công Ty TNHH Đầu Tư Và Tư Vấn Xây Dựng Bình Minh,"P102, Nhà E10, Ngõ 132 Trung Kính, Cầu Giấy, ",Hà Nội,(024) 62694144                                ,quytrungdc@gmail.com                              ,http://binhminhcic.com,Khoáng Sản - Công Ty Khoáng Sản
126,Công Ty Cổ Phần Khoáng Sản Công Nghiệp Miền Bắc,"Văn Phòng Giao Dịch: Ô Số 11, Lô 1A.1.2, N02 KĐT Mỹ Đình 1, Mỹ Đình, Q. Nam Từ Liêm, ",Hà Nội,"(024) 6295757, 0914 573 223,                  ",info@talcvietnam.com.vn                           ,http://talcvietnam.com.vn,Khoáng Sản - Công Ty Khoáng Sản
127,Kim Hoàng Long - Công Ty Cổ Phần Khoáng Sản Quốc Tế Kim Hoàng Long,"147 Nguyễn Thông, P. 9, Q. 3, ",Tp. Hồ Chí Minh (TPHCM),(028) 38435317                                ,oanhlong6002@yahoo.com.vn                         ,,Khoáng Sản - Công Ty Khoáng Sản
128,"Công Ty Cổ Phần Trung Đức, X. Nghi Khánh, H. Nghi Lộc,","Xã Nghi Khánh, H. Nghi Lộc, ",Nghệ An,(0238) 3945230                                 ,ctytrungducnk@yahoo.com                           ,http://trungducjsc.net,Khoáng Sản - Công Ty Khoáng Sản
129,Công Ty Cổ Phần Khoáng Sản & Luyện Kim Cao Bằng,"Kim Đồng, TX. Cao Bằng, ",Cao Bằng,(0206) 3855015                                 , ,,Khoáng Sản - Công Ty Khoáng Sản
130,Công Ty TNHH Danh Thành Đạt,"Số 277 Đường Lạc Long Quân , P. Trần Quang Diệu , TP. Quy Nhơn, ",Bình Định,(0256) 3941279                                 , ,,Khoáng Sản - Công Ty Khoáng Sản
131,Địa Hoàng Phú - Công Ty Cổ Phần Khoáng Sản Kim Loại Công Nghiệp Địa Hoàng Phú,"30B Đoàn Thị Điểm, P. Quốc Tử Giám, Q. Đống Đa, ",Hà Nội,(024) 62754138                                ,diahoangphu2@gmail.com                            ,http://www.diahoangphu.com.vn,Khoáng Sản - Công Ty Khoáng Sản
132,Bồng Miêu - Công Ty TNHH Khai Thác Vàng Bồng Miêu,"996 P. An Hải Đông, Q. Sơn Trà, ",Tp. Đà Nẵng,(0236) 3945288                                 ,hr@bsra.com                                       ,,Khoáng Sản - Công Ty Khoáng Sản
133,Xí Nghiệp Địa Chất & Khoáng Sản,"Trung Văn, H. Từ Liêm, ",Hà Nội,(024) 35530480                                , ,,Khoáng Sản - Công Ty Khoáng Sản
134,Công Ty Cổ Phần Xây Dựng Và Thương Mại Lepro Việt Nam,"Phòng 607, Nhà 178T, THNC, Thanh Xuân, Hà Nội ",Tp. Hồ Chí Minh (TPHCM),(028) 5576082                                 ,info@leprocons.com.vn                             ,http://www.leprocons.com.vn,Khoáng Sản - Công Ty Khoáng Sản
135,Xí Nghiệp Graphit Khai Thác Tuyến Lọc,"X. Cổ Phúc, H. Trấn Yên, ",Yên Bái,(0216) 3825114                                 , ,,Khoáng Sản - Công Ty Khoáng Sản
136,Doanh Nghiệp Tư Nhân Hoàng Minh,"Khóm 4,P. 5, TX. Trà Vinh, ",Trà Vinh,(0294) 3844616                                 , ,,Khoáng Sản - Công Ty Khoáng Sản
137,Công Ty Cổ Phần Phát Triển Khoáng Sản,"166 Đ. Tựu Liệt, X. Tam Hiệp,H. Thanh Trì, ",Hà Nội,(024) 38612384                                , ,,Khoáng Sản - Công Ty Khoáng Sản
138,Công Ty Khoáng Sản Thanh Hóa,"7 Đường Cầu Cao, Tp. Thanh Hóa, ",Thanh Hóa,(0237) 3853150                                 , ,,Khoáng Sản - Công Ty Khoáng Sản
139,Công Ty Cổ Phần Khoáng Sản Bình Định,"11 Hà Huy Tập, Tp. Quy Nhơn, ",Bình Định,(0256) 3822204                                 ,bimicovn@dng.vnn.vn                               ,,Khoáng Sản - Công Ty Khoáng Sản
140,Công Ty Cổ Phần Khoáng Sản Bắc Giang,"Xã Tân Dĩnh, Huyện Lạng Giang, ",Bắc Giang,(0204) 3854215                                 ,info@khoangsanbg.com.vn                           ,http://www.khoangsanbg.com.vn,Khoáng Sản - Công Ty Khoáng Sản
141,Tổng Công Ty Cổ Phần Khoáng Sản NA Rì HAMICO,"Lũng Hoàn, Xã Xuất Hóa, TX Bắc Kạn, ",Bắc Cạn,(0209) 6286786                                 , ,http://www.narihamico.vn,Khoáng Sản - Công Ty Khoáng Sản
142,Vinashin - Công Ty Cổ Phần Khoáng Sản Đầu Tư Vinashin,"109 Quán Thánh, P. Quán Thánh, Q. Ba Đình, ",Hà Nội,(024) 35377466                                , ,,Khoáng Sản - Công Ty Khoáng Sản
143,Công Ty TNHH Danh Thành Đạt,"Số 277 Đường Lạc Long Quân , P. Trần Quang Diệu , TP. Quy Nhơn, ",Bình Định,(0256) 3941279                                 , ,,Khoáng Sản - Công Ty Khoáng Sản
144,Việt Dũng - Công Ty TNHH Việt Dũng,"26 Tổ 23,Chùa Hà, Q. Cầu Giấy, ",Hà Nội,(024) 38336263                                ,dungchuaha@hn.vnn.vn                              ,,Khoáng Sản - Công Ty Khoáng Sản
145,Công Ty Cổ Phần Xuất Nhập Khẩu Khoáng Sản,"6 Phạm Ngũ Lão, Q. Hoàn Kiếm, ",Hà Nội,(024) 38260673                                , ,,Khoáng Sản - Công Ty Khoáng Sản
146,Bình Dương - Công Ty Cổ Phần Lâm Sản & Xuất Nhập Khẩu Tổng Hợp Bình Dương,"612 Đại Lộ Bình Dương, P. Hiệp Thành, TP. Thủ Dầu Một, ",Bình Dương,(0274) 3822612                                 ,genimex@genimex.com.vn                            ,http://www.genimex.com.vn,Khoáng Sản - Công Ty Khoáng Sản
147,VMC - Công Ty TNHH Hóa Chất & Khoáng Sản VMC,"18 Ngách 12/21,Đào Tấn, Q. Ba Đình, ",Hà Nội,(024) 37664964                                ,vinhtd_vmc@hn.vnn.vn                              ,,Khoáng Sản - Công Ty Khoáng Sản
148,Kim Hoàng Long - Công Ty Cổ Phần Khoáng Sản Quốc Tế Kim Hoàng Long,"147 Nguyễn Thông, P. 9, Q. 3, ",Tp. Hồ Chí Minh (TPHCM),(028) 38435317                                ,oanhlong6002@yahoo.com.vn                         ,,Khoáng Sản - Công Ty Khoáng Sản
149,Tổng Công Ty Đầu Tư Phát Triển Xây Dựng (DIC),"265 Lê Hồng Phong, P. 8, Tp. Vũng Tàu, ",Bà Rịa-Vũng Tàu,(0254) 3859248                                 ,thientuandic@hcm.vnn.vn                           ,http://www.dicgroup.com.vn,Khoáng Sản - Công Ty Khoáng Sản
150,Công Ty Cổ Phần Đầu Tư Xuất Nhập Khẩu Nam Hoa,"66 Trần Thái Tông, P. Dịch Vọng, Q. Cầu Giấy, Hà Nội ",Hà Nội,(024) 35149888                                ,info@noithathoaxinh.vn                            ,http://www.namhoa.vn,Khoáng Sản - Công Ty Khoáng Sản
151,Thăng Long - Công Ty Cổ Phần Đầu Tư Khoáng Sản & Thủy Điện Thăng Long,"Phòng 611, Khu Công Nghiệp Mỹ Đình, CT6 H. Từ Liêm, ",Hà Nội,(024) 37875373                                ,thanglongjsc2007@vnn.vn                           ,,Khoáng Sản - Công Ty Khoáng Sản
152,Công Ty TNHH MTV Nguyễn Thành Trung,"Đại Hồng, Đại Lộc, ",Quảng Nam,(0235) 3770789                                 ,phuongdung0202.vt@gmail.com                       ,,Khoáng Sản - Công Ty Khoáng Sản
153,Văn Phòng Đại Diện - Công Ty Gimpex,"224 Cộng Hòa, P. 12, Q. Tân Bình, ",Tp. Hồ Chí Minh (TPHCM),(028) 39485191                                ,gimpexltdvn@vnn.vn                                ,http://www.gimpex.com,Khoáng Sản - Công Ty Khoáng Sản
154,Bồng Miêu - Công Ty TNHH Khai Thác Vàng Bồng Miêu,"996 P. An Hải Đông, Q. Sơn Trà, ",Tp. Đà Nẵng,(0236) 3945288                                 ,hr@bsra.com                                       ,,Khoáng Sản - Công Ty Khoáng Sản
155,Công Ty Cổ Phần Xây Dựng Và Thương Mại Lepro Việt Nam,"Phòng 607, Nhà 178T, THNC, Thanh Xuân, Hà Nội ",Tp. Hồ Chí Minh (TPHCM),(028) 5576082                                 ,info@leprocons.com.vn                             ,http://www.leprocons.com.vn,Khoáng Sản - Công Ty Khoáng Sản
156,Hoa Sen - Công Ty Cổ Phần Hoa Sen,"50B Nam Kỳ Khởi Nghĩa, P. Thắng Tam, Tp. Vũng Tàu, ",Bà Rịa-Vũng Tàu,(0254) 3525090                                 , ,,Khoáng Sản - Công Ty Khoáng Sản
157,Minh Tiến - Công Ty Cổ Phần Khoáng Sản Minh Tiến,"Tầng3, 99 Nguyễn Thị Minh Khai, P. Bến Thành, Q. 1, ",Tp. Hồ Chí Minh (TPHCM),(028) 39919770                                ,mitecorp@vnn.vn                                   ,,Khoáng Sản - Công Ty Khoáng Sản
158,Công Ty Cổ Phần Kỹ Thuật Thương Mại Thiên Hỏa Long,,Hà Nội,(024) 62754763                                ,thienhoalonghn@gmail.com                          ,http://www.thienhoalong.vn,Khoáng Sản - Công Ty Khoáng Sản
159,Công Ty TNHH Đông Phong,"15A Ngô Đức Kế, P. 7, Tp. Vũng Tàu, ",Bà Rịa-Vũng Tàu,(0254) 3732475                                 ,dongphongvt@yahoo.com.vn                          ,,Khoáng Sản - Công Ty Khoáng Sản
160,Doanh Nghiệp Tư Nhân Đông Hiệp,"Khóm 2, TT. Duyên Hải, H. Duyên Hải, ",Trà Vinh,(0294) 3832077                                 , ,,Khoáng Sản - Công Ty Khoáng Sản
161,Công Ty Million Link (China) Investment Ltd.,"Phòng 405, Khách Sạn Bin Bop, Khu 10, Tổ 1,P. Trần Hưng Đạo, Tp. Hạ Long, ",Quảng Ninh,(0203) 3655292                                 ,vietnama@millionlink.com                          ,http://www.millionlink.com,Khoáng Sản - Công Ty Khoáng Sản
162,Văn Phòng Đại Diện - Công Ty TNHH MTV Apatit Việt Nam,"2 Ngõ Quan Thổ 1,Tôn Đức Thắng, Q. Đống Đa, ",Hà Nội,(024) 35112238                                , ,,Khoáng Sản - Công Ty Khoáng Sản
163,Công Ty TNHH Thương Mại Và Kỹ Thuật Việt Nhật,"Số 221, Tổ 7, P. Thắng Lợi, TX. Sông Công, ",Thái Nguyên,(0208) 3509716                                 ,contact@vietnhatgroup.com                         ,http://vietnhatgroup.com,Khoáng Sản - Công Ty Khoáng Sản
164,Địa Hoàng Phú - Công Ty Cổ Phần Khoáng Sản Kim Loại Công Nghiệp Địa Hoàng Phú,"30B Đoàn Thị Điểm, P. Quốc Tử Giám, Q. Đống Đa, ",Hà Nội,(024) 62754138                                ,diahoangphu2@gmail.com                            ,http://www.diahoangphu.com.vn,Khoáng Sản - Công Ty Khoáng Sản
165,Hương Hải - Công Ty TNHH Hương Hải,"1 Vườn Đào, H. Bãi Cháy, ",Quảng Ninh,(0203) 3847614                                 , ,http://www.halongdiscover.com,Khoáng Sản - Công Ty Khoáng Sản
166,Tổng Công Ty Hà Tĩnh Khoáng Sản & Thương Mại,"2 Vũ Quang, P. Thanh Nhàn, TX. Hà Tĩnh, ",Hà Tĩnh,(0239) 3855601                                 ,tepecht@vnn.vn                                    ,,Khoáng Sản - Công Ty Khoáng Sản
167,Công Ty Cổ Phần Phát Triển Công Nghiệp,"X. Cam Thanh, Tp. Cẩm Phả, ",Quảng Ninh,(0203) 3713686                                 , ,,Khoáng Sản - Công Ty Khoáng Sản
168,Công Ty Khoáng Sản Thừa Thiên Huế,"53 Nguyễn Gia Thiều, X. Phú Hiệp, Tp. Huế, ",Thừa Thiên Huế,(0234) 3523695                                 ,humexco@dng.vnn.vn                                ,,Khoáng Sản - Công Ty Khoáng Sản
169,Công Ty TNHH Sản Xuất Ngọn Lửa Việt,"Số 2 Nguyễn Sỹ Sách,  P.15,  Q.Tân Bình, ",Tp. Hồ Chí Minh (TPHCM),(028) 38625021                                ,ngonluaviet.ltd@gmail.com                         ,,Khoáng Sản - Công Ty Khoáng Sản
170,Công Ty Cổ Phần Khoáng Sản Và Xi Măng Cần Thơ,"Quốc Lộ 80, P. Thới Thuận, Q. Thốt Nốt, ",Tp. Cần Thơ,(0292) 3859216                                 ,ximangcantho@vnn.vn                               ,,Khoáng Sản - Công Ty Khoáng Sản
171,Thành Đạt - Công Ty TNHH Thành Đạt,"11 Đường 23 Tháng 10, Tp. Nha Trang, ",Khánh Hòa,(0258) 3822441                                 ,ctthanhdat@dng.vnn.vn                             ,,Khoáng Sản - Công Ty Khoáng Sản
172,Minh Tiến - Chi Nhánh Công Ty Cổ Phần Khoáng Sản Minh Tiến,"ấp Thanh Long, TT. Đất Đỏ,H. Đất Đỏ, ",Bà Rịa-Vũng Tàu,(0254) 3866184                                 , ,,Khoáng Sản - Công Ty Khoáng Sản
173,Hà Nam - Công Ty Cổ Phần Khoáng Sản Hà Nam,"Tổ 14,Lương Khánh Thiện, TX. Phủ Lý, ",Hà Nam,(0226) 3826332                                 , ,,Khoáng Sản - Công Ty Khoáng Sản
174,Công Ty Phát Triển Khoáng Sản 4,"Lê Viết Thuận, X. Hưng Lộc, Tp. Vinh, ",Nghệ An,(0238) 3858665                                 , ,,Khoáng Sản - Công Ty Khoáng Sản
175,Hoàng Nguyên - Công Ty Cổ Phần Khoáng Sản Hoàng Nguyên,"55 Bạch Đằng, TT. Núi Đèo, H. Thủy Nguyên, ",Tp. Hải Phòng,(0225) 3642084                                 , ,,Khoáng Sản - Công Ty Khoáng Sản
176,Công Ty Cổ Phần Khoáng Sản Công Nghiệp Miền Bắc,"Văn Phòng Giao Dịch: Ô Số 11, Lô 1A.1.2, N02 KĐT Mỹ Đình 1, Mỹ Đình, Q. Nam Từ Liêm, ",Hà Nội,"(024) 6295757, 0914 573 223,                  ",info@talcvietnam.com.vn                           ,http://talcvietnam.com.vn,Khoáng Sản - Công Ty Khoáng Sản
177,Công Ty Cổ Phần Khoáng Sản và Xây Dựng Phú Thịnh,"Số 67 Phố Thụy Khuê, Phường Thụy Khuê, Quận Tây Hồ, ",Hà Nội,(024) 7252540                                 ,phuthinh.seles@hotmail.com                        ,http://phuthinhstone.com.vn,Khoáng Sản - Công Ty Khoáng Sản
178,Công Ty TNHH Hội Tụ Quốc Tế,"B23 Trung Hòa, X. Nhân Chính, Q. Thanh Xuân, ",Hà Nội,(024) 35569948                                ,info@afflux.com.vn                                ,http://www.afflux.com.vn,Khoáng Sản - Công Ty Khoáng Sản
179,"Công Ty TNHH Một Thành Viên Khai Thác, Chế Biến, Xuất Khẩu Khoáng Sản Khánh Hòa","248 Thống Nhất, P. Tân Lập, Tp. Nha Trang, ",Khánh Hòa,(0258) 3821282                                 ,minexcokh@dng.vnn.vn                              ,,Khoáng Sản - Công Ty Khoáng Sản
180,Ngọc Quí - Công Ty TNHH Ngọc Quí,"Quốc Lộ 1K, X. Tân Đông Hiệp, H. Dĩ An, ",Bình Dương,(0274) 3729705                                 , ,,Khoáng Sản - Công Ty Khoáng Sản
181,Molybden Việt Nam - Công Ty Cổ Phần Molybden Việt Nam,"738 P. Nhật Tân,Lạc Long Quân, Q. Tây Hồ, ",Hà Nội,(024) 37198888                                , ,,Khoáng Sản - Công Ty Khoáng Sản
182,Công Ty Cổ Phần Xây Dựng Và Thương Mại Lepro Việt Nam,"Phòng 607, Nhà 178T, THNC, Thanh Xuân, Hà Nội ",Tp. Hồ Chí Minh (TPHCM),(028) 5576082                                 ,info@leprocons.com.vn                             ,http://www.leprocons.com.vn,Khoáng Sản - Công Ty Khoáng Sản
183,Công Ty Cổ Phần Khoáng Sản Công Nghiệp Miền Bắc,"Văn Phòng Giao Dịch: Ô Số 11, Lô 1A.1.2, N02 KĐT Mỹ Đình 1, Mỹ Đình, Q. Nam Từ Liêm, ",Hà Nội,"(024) 6295757, 0914 573 223,                  ",info@talcvietnam.com.vn                           ,http://talcvietnam.com.vn,Khoáng Sản - Công Ty Khoáng Sản
184,Công Ty TNHH Xây Dựng Thương Mại Cầu Đường Chơn Thanh,"180 Nguyễn Du, Khu Phố Phú Hưng, P. Phú Thịnh, TX. Bình Long, ",Bình Phước,(0271) 666657                                  ,lethanhcan65@yahoo.com.vn                         ,,Khoáng Sản - Công Ty Khoáng Sản
185,Đường Chân Trời - Công Ty Cổ Phần Đường Chân Trời,"20 Tổ 26,P. Láng Thượng, Q. Đống Đa, ",Hà Nội,(024) 37755870                                , ,,Khoáng Sản - Công Ty Khoáng Sản
186,Công Ty Khoáng Sản Bình Định Việt Nam Malaysia,"160 Trần Hưng Đạo, Tp. Quy Nhơn, ",Bình Định,(0256) 3824784                                 ,bimal@dng.vnn.vn                                  ,,Khoáng Sản - Công Ty Khoáng Sản
187,Doanh Nghiệp Tư Nhân Bảo Việt,"40 Đường 400,ấp Cây Dầu, P. Tân Phú, Q. 9, ",Tp. Hồ Chí Minh (TPHCM),(028) 38967118                                , ,,Khoáng Sản - Công Ty Khoáng Sản
188,KENEE (Việt Nam) - Công Ty TNHH CP KENEE Việt Nam,"541/2 Sư Vạn Hạnh, P. 13, Q. 10, ",Tp. Hồ Chí Minh (TPHCM),(028) 38621508                                ,mail@kenee.com                                    ,http://www.kenee.com,Khoáng Sản - Công Ty Khoáng Sản
189,Hà Thành - Công Ty TNHH Thương Mại & Chế Biến Khoáng Sản Hà Thành,"175 Kim Ngưu, Q. Hai Bà Trưng, ",Hà Nội,(024) 39875796                                , ,,Khoáng Sản - Công Ty Khoáng Sản
190,Duy Ngân - Công Ty TNHH Khoáng Sản Duy Ngân,"Thôn Nhị Dinh 3, X. Điện Phước,H. Điện Bàn, ",Quảng Nam,(0235) 3741887                                 , ,,Khoáng Sản - Công Ty Khoáng Sản
191,Miền Nam - Công Ty Cổ Phần Khai Thác Khoáng Sản & Xây Dựng Miền Nam,"ấp Song Vĩnh, X. Tân Phước,H. Tân Thành, ",Bà Rịa-Vũng Tàu,(0254) 3894603                                 , ,,Khoáng Sản - Công Ty Khoáng Sản
192,Tây Bắc - Công Ty Cổ Phần Xây Dựng Khai Thác Chế Biến Khoáng Sản Tây Bắc,"6B Ngõ 155, Hẻm 37/3,Cầu Giấy, Q. Cầu Giấy, ",Hà Nội,(024) 37671752                                , ,,Khoáng Sản - Công Ty Khoáng Sản
193,Xí Nghiệp Xây Dựng & Thương Mại Quảng Ninh,"55A Lê Thánh Tông, Tp. Hạ Long, ",Quảng Ninh,(0203) 3629284                                 , ,,Khoáng Sản - Công Ty Khoáng Sản
194,Phan Gia Miền Trung - Công Ty Cổ Phần Phan Gia Miền Trung,"Khối 4, TT. Vĩnh Điện,H. Điện Bàn, ",Quảng Nam,(0235) 3867515                                 , ,,Khoáng Sản - Công Ty Khoáng Sản
195,Phan Xi Păng - Công Ty TNHH Xây Dựng Thương Mại Phan Xi Păng,"12B Yên Thế, P. 2, Q. Tân Bình, ",Tp. Hồ Chí Minh (TPHCM),(028) 38486380                                ,pxp@hcm.vnn.vn                                    ,,Khoáng Sản - Công Ty Khoáng Sản
196,Vượng Phúc - Công Ty Cổ Phần Khoáng Sản Vượng Phúc,"30B Đoàn Thị Điểm, P. Quốc Tử Giám, Q. Đống Đa, ",Hà Nội,(024) 22429042                                ,vuongphuc@fpt.vn                                  ,,Khoáng Sản - Công Ty Khoáng Sản
197,Tiến Thành Đạt - Công Ty Cổ Phần Thương Mại Tiến Thành Đạt,"4 Nguyên Hồng, Ngõ 45/10, P. Láng Hạ, Q. Đống Đa, ",Hà Nội,(024) 37717437                                , ,,Khoáng Sản - Công Ty Khoáng Sản
198,Khang Thịnh - Công Ty TNHH Khoáng Sản Khang Thịnh,"5/4 Quốc Lộ 1A, P. Tam Bình, Q. Thủ Đức, ",Tp. Hồ Chí Minh (TPHCM),(028) 38977267                                ,khathico@hcm.vnn.vn                               ,,Khoáng Sản - Công Ty Khoáng Sản
199,Tiến Dũng - Công Ty TNHH Thương Mại Dịch Vụ Khai Thác Chế Biến Khoáng Sản Tiến Dũng,"8/25C Thống Nhất, P. 16, Q. Gò Vấp, ",Tp. Hồ Chí Minh (TPHCM),(028) 38947071                                , ,,Khoáng Sản - Công Ty Khoáng Sản
