#,name,address,city,phone,email,website,category
97,Công Ty Vật Tư Xây Dựng,"104 Nguyễn Du, P. Bến Nghé, Q. 1, ",Tp. Hồ Chí Minh (TPHCM),(028) 38292839                                ,vtxd-hcm@hcm.vnn.vn                               ,,Xi Măng - Sản Xuất và Kinh Doanh
98,Doanh Nghiệp Tư Nhân Tân Xuân Anh,"10/1A Khu Phố 1, P. Tam Hòa, Tp. Biên Hòa, ",Đồng Nai,(0251) 3814111                                 , ,,Xi Măng - Sản Xuất và Kinh Doanh
99,An Khang - Công Ty TNHH An Khang,"E25/2 ấp Hiệp Hòa,Quốc Lộ 22B, X. Hiệp Tân, H. Hòa Thành, ",Tây Ninh,(0276) 3827322                                 , ,,Xi Măng - Sản Xuất và Kinh Doanh
100,Việt Hoa - Công Ty Cổ Phần Việt Hoa,"119 Huỳnh Ngọc Huệ, Q. Thanh Khê, ",Tp. Đà Nẵng,(0236) 3725083                                 , ,,Xi Măng - Sản Xuất và Kinh Doanh
101,Công Ty áng Sơn Xi Măng,"X. Vạn Ninh, H. Quảng Ninh, ",Quảng Bình,(0232) 3872019                                 , ,,Xi Măng - Sản Xuất và Kinh Doanh
102,Hà Tiên Kiên Giang Becamex - Công Ty Cổ Phần Xi Măng Hà Tiên Kiên Giang Becamex,"Khu Công Nghiệp Mỹ Phước 1, Đường Vành Đai,TT. Mỹ Phước, H. Bến Cát, ",Bình Dương,(0274) 3565299                                 , ,,Xi Măng - Sản Xuất và Kinh Doanh
103,Công Ty Xi Măng Hoàng Mai,"Thôn Quỳnh Thiên, H. Quỳnh Lưu, ",Nghệ An,(0238) 3866170                                 ,nccacc@hn.vnn.vn                                  ,,Xi Măng - Sản Xuất và Kinh Doanh
104,Fico Tây Ninh - Chi Nhánh Công Ty Cổ Phần Xi Măng Fico Tây Ninh,"Khu Công Nghiệp Hiệp Phước, Lô A5B,X. Long Thới, H. Nhà Bè, ",Tp. Hồ Chí Minh (TPHCM),(028) 37800512                                , ,,Xi Măng - Sản Xuất và Kinh Doanh
105,Doanh Nghiệp Tư Nhân Thu Minh,"223/43 K2 Phan Đình Phùng, P. Quang Vinh, Tp. Biên Hòa, ",Đồng Nai,(0251) 3825868                                 , ,,Xi Măng - Sản Xuất và Kinh Doanh
106,Quang Châu - Công Ty TNHH Thương Mại Dịch Vụ,"189 Lê Hồng Phong, P. Trà Nóc, Q. Bình Thủy, ",Tp. Cần Thơ,(0292) 3843499                                 , ,,Xi Măng - Sản Xuất và Kinh Doanh
107,Bạch Đằng - Công Ty Cổ Phần Bạch Đằng,"543 Trần Nhân Tông, P. Phan Đình Phùng, ",Nam Định,(0228) 3649191                                 , ,,Xi Măng - Sản Xuất và Kinh Doanh
108,Trang Nguyên - Công Ty TNHH Thương Mại Dịch Vụ Trang Nguyên,"86 Tô Ngọc Vân, P. Linh Tây, Q. Thủ Đức, ",Tp. Hồ Chí Minh (TPHCM),(028) 38979931                                , ,,Xi Măng - Sản Xuất và Kinh Doanh
109,Công Ty Cổ Phần Xi Măng Cao Ngạn,"X. Cao Ngạn,H. Đồng Hỷ, ",Thái Nguyên,(0208) 3820376                                 , ,,Xi Măng - Sản Xuất và Kinh Doanh
110,Mai Long Phước - Công Ty TNHH Mai Long Phước,"204B6/6/2 Nguyễn Văn Hưởng, P. Thảo Điền, Q. 2, ",Tp. Hồ Chí Minh (TPHCM),(028) 62819006                                ,mailongphuoc@gmail.com                            ,,Xi Măng - Sản Xuất và Kinh Doanh
111,Công Ty Xi Măng Bình Định,"H. Tuy Phước, ",Bình Định,(0256) 3833186                                 , ,,Xi Măng - Sản Xuất và Kinh Doanh
112,Fico Tây Ninh - Công Ty Cổ Phần Xi Măng Fico Tây Ninh,"161 Đường 30 Tháng 4, TX. Tây Ninh, ",Tây Ninh,(0276) 3829579                                 , ,,Xi Măng - Sản Xuất và Kinh Doanh
113,Linh Thuận - Công Ty TNHH Thương Mại Xây Dựng Cầu Đường Linh Thuận,"15 TT. An Lộc,Nguyễn Huệ, H. Bình Long, ",Bình Phước,(0271) 3666132                                 ,hoxuanlinh@yahoo.com                              ,,Xi Măng - Sản Xuất và Kinh Doanh
114,Công Ty Tiên Sơn Xi Măng,"X. Hồng Quang, H. ứng Hòa, ",Hà Nội,(024) 3775135                                 , ,,Xi Măng - Sản Xuất và Kinh Doanh
115,Cty Cổ Phần Xi Măng Vật Liệu Xây Dựng Xây Lắp Đà Nẵng (Coxiva)-Cn Bình Định,"72 Tây Sơn, Tp. Quy Nhơn, ",Bình Định,(0256) 3846775                                 , ,http://www.coxiva.com.vn,Xi Măng - Sản Xuất và Kinh Doanh
116,Chi Nhánh Công Ty Cổ Phần Thương Mại Xi Măng,"8/1 Cách Mạng Tháng Tám, Tp. Thái Nguyên, ",Thái Nguyên,(0208) 3832145                                 , ,,Xi Măng - Sản Xuất và Kinh Doanh
117,Công Ty Xi Măng Hải Phòng,"Tràng Kênh, P. Minh Đức, H. Thủy Nguyên, ",Tp. Hải Phòng,(0225) 3675483                                 , ,,Xi Măng - Sản Xuất và Kinh Doanh
118,Doanh Nghiệp Tư Nhân Bích Thủy,"26 Quốc Lộ 1A, Tp. Tuy Hòa, ",Phú Yên,(0257) 3890282                                 , ,,Xi Măng - Sản Xuất và Kinh Doanh
119,Công Ty Xây Lắp & Sản Xuất Vật Liệu Xây Dựng,"Hai Bà Trưng, P. Lê Hồng Phong, Tp. Quảng Ngãi, ",Quảng Ngãi,(0255) 3822519                                 ,licogiqng@vnn.vn                                  ,,Xi Măng - Sản Xuất và Kinh Doanh
120,Duyên Linh - Công Ty Cổ Phần Xi Măng Duyên Linh,"X. Duy Tân, H. Kinh Môn, ",Hải Dương,(0220) 3824900                                 , ,,Xi Măng - Sản Xuất và Kinh Doanh
121,Chi Nhánh - Công Ty Hoàng Thạch Xi Măng,"Khu 2, P. Thị Cầu, ",Bắc Ninh,(0222) 3821392                                 , ,,Xi Măng - Sản Xuất và Kinh Doanh
122,Việt Trung - Chi Nhánh Công Ty Cổ Phần Xi Măng Việt Trung,"47 Ngõ 26,Nguyên Hồng, Q. Đống Đa, ",Hà Nội,(024) 37739441                                , ,,Xi Măng - Sản Xuất và Kinh Doanh
123,Văn Phòng Đại Diện - Công Ty Holcim,,Hà Nội,(024) 39344990                                ,hmac@hn.vnn.vn                                    ,,Xi Măng - Sản Xuất và Kinh Doanh
124,Nhà Máy Xi Măng La Hiên,"Thôn La Hiên,H. Võ Nhai, ",Thái Nguyên,(0208) 3829154                                 , ,,Xi Măng - Sản Xuất và Kinh Doanh
125,Phú Quang - Công Ty TNHH Phú Quang,"56 Thuốc Bắc, Q. Hoàn Kiếm, ",Hà Nội,(024) 38261158                                ,phuquang@hn.vnn.vn                                ,,Xi Măng - Sản Xuất và Kinh Doanh
126,Hạ Long - Vpđd Công Ty Cổ Phần Xi Măng Hạ Long,"162A Nguyễn Tuân, P. Thanh Xuân Nam, Q. Thanh Xuân, ",Hà Nội,(024) 35524892                                , ,,Xi Măng - Sản Xuất và Kinh Doanh
127,Công Ty Cosevco 1 Xi Măng,"Thôn Quảng Trường,H. Quảng Trạch, ",Quảng Bình,(0232) 3512905                                 , ,,Xi Măng - Sản Xuất và Kinh Doanh
128,Cty Cổ Phần  Xi Măng Vật Liệu Xây Dựng Xây Lắp Đà Nẵng-Cn Quảng Nam,"130 Hùng Vương, Tp. Tam Kỳ, ",Quảng Nam,(0235) 3859175                                 , ,http://www.coxiva.com.vn,Xi Măng - Sản Xuất và Kinh Doanh
129,Cửa Hàng Anh Được,"83 Bàu Cát 9, P. 11, Q. Tân Bình, ",Tp. Hồ Chí Minh (TPHCM),(028) 38493607                                , ,,Xi Măng - Sản Xuất và Kinh Doanh
130,Hải Dương - Công Ty Cổ Phần Xi Măng Hải Dương,"Duy Tân, X. Duy Tân, ",Hải Dương,(0220) 3824708                                 , ,,Xi Măng - Sản Xuất và Kinh Doanh
131,Doanh Nghiệp Tư Nhân Lâm Thanh,"Lô C25, Khu Sở Muối,X. Hàm Thắng, Q. Hàm Thuận Bắc, ",Bình Thuận,(0252) 3814445                                 , ,,Xi Măng - Sản Xuất và Kinh Doanh
132,Nhà Máy Coseco Xi Măng,"Xã An Chấn,H. Tuy An, ",Phú Yên,(0257) 3790147                                 , ,,Xi Măng - Sản Xuất và Kinh Doanh
133,Cửa Hàng Vật Liệu Xây Dựng 271,"271 Đường 41, P. 16, Q. 8, ",Tp. Hồ Chí Minh (TPHCM),(028) 54320975                                , ,,Xi Măng - Sản Xuất và Kinh Doanh
134,Công Ty Luks (Việt Nam) Hữu Hạn Xi Măng,"Tt. Tứ Hạ,H. Hương Trà, ",Thừa Thiên Huế,(0234) 3557012                                 ,lukscementvn@pmail.vnn.vn                         ,,Xi Măng - Sản Xuất và Kinh Doanh
135,Công Ty Xi Măng Phú Thọ,"X. Thanh Ba, H. Thanh Ba, ",Phú Thọ,(0210) 3885310                                 , ,,Xi Măng - Sản Xuất và Kinh Doanh
136,Phương Hải - Công Ty Cổ Phần Phương Hải,"Thôn Tri Thủy, X. Tri Hải, H. Ninh Hải, ",Ninh Thuận,(0259) 3873351                                 , ,,Xi Măng - Sản Xuất và Kinh Doanh
137,Đức Xinh - Công Ty TNHH Thương Mại Dịch Vụ Vận Tải Đức Xinh,"6/20 Nguyễn Cảnh Chân, P. Nguyễn Cư Trinh, Q. 1, ",Tp. Hồ Chí Minh (TPHCM),(028) 39202149                                , ,,Xi Măng - Sản Xuất và Kinh Doanh
138,Thiên Phú - Công Ty TNHH Thiên Phú,"72A Khu 2, P. Phước Hải,Lê Hồng Phong, Tp. Nha Trang, ",Khánh Hòa,(0258) 3875163                                 , ,,Xi Măng - Sản Xuất và Kinh Doanh
139,Doanh Nghiệp Tư Nhân Đức Tiến,"Lô 44, Khu Kho Cảng Bình Tân,Đường 2, P. Vĩnh Nguyên, Tp. Nha Trang, ",Khánh Hòa,(0258) 3883209                                 , ,,Xi Măng - Sản Xuất và Kinh Doanh
140,Bataco - Công Ty Cổ Phần Xi Măng Bataco,"Khu Phố 7, P. Trường Thọ, Q. Thủ Đức, ",Tp. Hồ Chí Minh (TPHCM),(028) 36402543                                , ,,Xi Măng - Sản Xuất và Kinh Doanh
141,Công Ty Xi Măng Phú Thọ,"X. Thanh Ba, H. Thanh Ba, ",Phú Thọ,(0210) 3885310                                 , ,,Xi Măng - Sản Xuất và Kinh Doanh
142,Cty Cổ Phần Xi Măng Vật Liệu Xây Dựng Xây Lắp Đà Nẵng-Cn Quảng Ngãi,"132 Quang Trung, Tp. Quảng Ngãi, ",Quảng Ngãi,(0255) 3822209                                 , ,http://www.coxiva.com.vn,Xi Măng - Sản Xuất và Kinh Doanh
143,Công Ty Liên Doanh Xi Măng Sao Mai - VPĐD,,Hà Nội,(024) 39782011                                ,phung.quoc.hung@saomai.com                        ,,Xi Măng - Sản Xuất và Kinh Doanh
144,An Cát - Công Ty TNHH An Cát,"23 Khu Phố 4,Đường 10, P. An Phú, Q. 2, ",Tp. Hồ Chí Minh (TPHCM),(028) 38963262                                , ,,Xi Măng - Sản Xuất và Kinh Doanh
145,Việt Trung - Chi Nhánh Công Ty Cổ Phần Xi Măng Việt Trung,"47 Ngõ 26,Nguyên Hồng, Q. Đống Đa, ",Hà Nội,(024) 37739441                                , ,,Xi Măng - Sản Xuất và Kinh Doanh
146,Chi Nhánh - Công Ty Xi Măng Hà Tiên 2,"Tầng3, 09-19 Hồ Tùng Mậu, P. Nguyễn Thái Bình, Q. 1, ",Tp. Hồ Chí Minh (TPHCM),(028) 38290324                                , ,,Xi Măng - Sản Xuất và Kinh Doanh
147,Thăng Long - Chi Nhánh Công Ty Cổ Phần Xi Măng Tỉnh Quảng Ninh Thăng Long,,Tp. Hồ Chí Minh (TPHCM),(028) 37800912                                , ,,Xi Măng - Sản Xuất và Kinh Doanh
148,Công Ty TNHH Hải Âu,"Thị Trấn Phú Thái, H. Kim Thành, ",Hải Dương,(0220) 3720582                                 , ,,Xi Măng - Sản Xuất và Kinh Doanh
149,Mai Long Phước - Công Ty TNHH Mai Long Phước,"204B6/6/2 Nguyễn Văn Hưởng, P. Thảo Điền, Q. 2, ",Tp. Hồ Chí Minh (TPHCM),(028) 62819006                                ,mailongphuoc@gmail.com                            ,,Xi Măng - Sản Xuất và Kinh Doanh
150,Fico Tây Ninh - Chi Nhánh Công Ty Cổ Phần Xi Măng Fico Tây Ninh,"Khu Công Nghiệp Hiệp Phước, Lô A5B,X. Long Thới, H. Nhà Bè, ",Tp. Hồ Chí Minh (TPHCM),(028) 37800512                                , ,,Xi Măng - Sản Xuất và Kinh Doanh
151,Chi Nhánh - Công Ty Xi Măng Hà Tiên 2,"1B Ngô Quyền, P. Mỹ Bình, Tp. Long Xuyên, ",An Giang,(0296) 3853412                                 , ,,Xi Măng - Sản Xuất và Kinh Doanh
152,Công Ty Xi Măng Quảng Trị,"Km8 Quốc Lộ 9A, TX. Đông Hà, ",Quảng Trị,(0233) 3852460                                 , ,,Xi Măng - Sản Xuất và Kinh Doanh
153,Công Ty Vinacimex XNK Xi Măng Hà Nội,"228 Lê Duẩn, Q. Hoàn Kiếm, ",Hà Nội,(024) 38517780                                , ,,Xi Măng - Sản Xuất và Kinh Doanh
154,Hạ Long - Vpđd Công Ty Cổ Phần Xi Măng Hạ Long,"162A Nguyễn Tuân, P. Thanh Xuân Nam, Q. Thanh Xuân, ",Hà Nội,(024) 35524892                                , ,,Xi Măng - Sản Xuất và Kinh Doanh
155,Nhà Máy Xi Măng An Giang,"Quốc Lộ 91, P. Mỹ Thạnh, Tp. Long Xuyên, ",An Giang,(0296) 3834328                                 ,cementag@hcm.vnn.vn                               ,http://www.xaylapag.com,Xi Măng - Sản Xuất và Kinh Doanh
156,Việt An - Công Ty TNHH Việt An,"54 Ngõ 8,Trung Phụng, Q. Đống Đa, ",Hà Nội,(024) 38515141                                , ,,Xi Măng - Sản Xuất và Kinh Doanh
157,Cửa Hàng Anh Được,"83 Bàu Cát 9, P. 11, Q. Tân Bình, ",Tp. Hồ Chí Minh (TPHCM),(028) 38493607                                , ,,Xi Măng - Sản Xuất và Kinh Doanh
158,Công Ty TNHH Hướng Dương Xi Măng-Nhà Máy Xi Măng Pomihoa,"Tổ 21,P. Nam Sơn, TX. Tam Điệp, ",Ninh Bình,(0229) 3825825                                 ,xmpomihoa@gmail.com                               ,http://www.pomihoa.com.vn,Xi Măng - Sản Xuất và Kinh Doanh
159,Công Ty Cổ Phần Vật Liệu Xây Dựng & Trang Trí Nội Thất (CMID),"215-217 Trần Hưng Đạo, P. Cô Giang, Q. 1, ",Tp. Hồ Chí Minh (TPHCM),(028) 38367969                                ,cmid@hcm.fpt.vn                                   ,http://www.cmid.com.vn,Xi Măng - Sản Xuất và Kinh Doanh
160,Mai Long Phước - Chi Nhánh Công Ty TNHH Mai Long Phước,"Khu 6, P. Phú Thọ, TX. Thủ Dầu Một, ",Bình Dương,(0274) 3812613                                 ,mailongphuoc@gmail.com                            ,,Xi Măng - Sản Xuất và Kinh Doanh
161,Công Ty TNHH 402,"81/402 Phạm Văn Thuận,Khu Phố 1, P. Tân Mai, Tp. Biên Hòa, ",Đồng Nai,(0251) 3822172                                 , ,,Xi Măng - Sản Xuất và Kinh Doanh
162,Nhà Máy Xi Măng La Hiên,"Thôn La Hiên,H. Võ Nhai, ",Thái Nguyên,(0208) 3829154                                 , ,,Xi Măng - Sản Xuất và Kinh Doanh
163,Công Ty Xây Lắp & Sản Xuất Công Nghiệp,"275 Nguyễn Trãi, Q. Thanh Xuân, ",Hà Nội,(024) 35582198                                ,cip@vista.gov.vn                                  ,,Xi Măng - Sản Xuất và Kinh Doanh
164,Công Ty Holcim Việt Nam Liên Doanh Xi Măng,"Tầng4, Cao ốc Văn Phòng Sài Gòn Riverside, 2A-4A Tôn Đức Thắng, P. Bến Nghé, Q. 1, ",Tp. Hồ Chí Minh (TPHCM),(028) 38244101                                ,info-vnm@holcim.com                               ,http://www.holcim.com.vn,Xi Măng - Sản Xuất và Kinh Doanh
165,Cty Cổ Phần  Xi Măng Vật Liệu Xây Dựng Xây Lắp Đà Nẵng-Cn Quảng Nam,"130 Hùng Vương, Tp. Tam Kỳ, ",Quảng Nam,(0235) 3859175                                 , ,http://www.coxiva.com.vn,Xi Măng - Sản Xuất và Kinh Doanh
166,Đức Thịnh - Công Ty TNHH Sản Xuất Thương Mại Dịch Vụ Đức Thịnh,,Tp. Hồ Chí Minh (TPHCM),(028) 37661148                                , ,,Xi Măng - Sản Xuất và Kinh Doanh
167,Công Ty Nội Thương Xi Măng,"TT. Liên Sơn, H. Kim Bảng, ",Hà Nam,(0226) 3820133                                 , ,,Xi Măng - Sản Xuất và Kinh Doanh
168,Cửa Hàng Cẩm Minh,"21/21 Trần Thái Tông, P. 15, Q. Tân Bình, ",Tp. Hồ Chí Minh (TPHCM),(028) 38151096                                , ,,Xi Măng - Sản Xuất và Kinh Doanh
169,Công Ty TNHH Thương Mại Đầu Tư Thanh Long,"54 Ngõ 8 Tổ 31,Trung Phụng, Q. Đống Đa, ",Hà Nội,(024) 35114259                                , ,,Xi Măng - Sản Xuất và Kinh Doanh
170,Công Ty Cổ Phần Xi Măng  FICO,"ấp 1, X. Thượng Tân, H. Tân Uyên, ",Bình Dương,(0274) 3680104                                 ,biceco@hcm.vnn.vn                                 ,,Xi Măng - Sản Xuất và Kinh Doanh
171,Công Ty Xi Măng Hệ Dưỡng,"X. Hội Sơn, H. Hoa Lư, ",Ninh Bình,(0229) 3610192                                 , ,,Xi Măng - Sản Xuất và Kinh Doanh
172,Xí Nghiệp Xi Măng Lâm Nghiệp,"Tân Xuân, P. Bố Hạ, H. Yên Thế, ",Bắc Giang,(0204) 3877322                                 , ,,Xi Măng - Sản Xuất và Kinh Doanh
173,Công Ty Holcim Việt Nam Liên Doanh Xi Măng-Trạm Nghiền Thị Vải,"Khu Công Nghiệp Phú Mỹ 1, H. Tân Thành, ",Bà Rịa-Vũng Tàu,(0254) 3921071                                 , ,http://www.holcim.com.vn,Xi Măng - Sản Xuất và Kinh Doanh
174,Thành An - Chi Nhánh Công Ty TNHH Thương Mại Thành An,"51 Tô Hiệu, Q. Cầu Giấy, ",Hà Nội,(024) 37567319                                ,thanhan_tac@email.vnn.vn                          ,http://www.thanhan.com.vn,Xi Măng - Sản Xuất và Kinh Doanh
175,Hòn Khói - Công Ty Cổ Phần Xi Măng Hòn Khói,"Thôn Mỹ á,X. Ninh Thụy, H. Ninh Hòa, ",Khánh Hòa,3870156                                 , ,,Xi Măng - Sản Xuất và Kinh Doanh
176,Công Ty TNHH Thương Mại & Xây Lắp Quy Nhơn,"2B Phan Chu Trinh, Tp. Quy Nhơn, ",Bình Định,(0256) 3892031                                 ,vlxlqn@vnn.vn                                     ,,Xi Măng - Sản Xuất và Kinh Doanh
177,Chi Nhánh - Công Ty Xi Măng Chinfon,,Tp. Hồ Chí Minh (TPHCM),(028) 38220222                                ,chc@hn.vnn.vn                                     ,,Xi Măng - Sản Xuất và Kinh Doanh
178,Công Ty Cổ Phần Xi Măng Cao Ngạn,"X. Cao Ngạn,H. Đồng Hỷ, ",Thái Nguyên,(0208) 3820376                                 , ,,Xi Măng - Sản Xuất và Kinh Doanh
179,Công Ty Cổ Phần Đầu Tư Thương Mại Phát Triển Trường Sươn,"Số 25A, Tổ 22, Chùa Hà, Q. Cầu Giấy, ",Hà Nội,(024) 62813855                                ,kinhdoanhtruongson@yahoo.com.vn                   ,,Xi Măng - Sản Xuất và Kinh Doanh
180,Fico Tây Ninh - Công Ty Cổ Phần Xi Măng Fico Tây Ninh,"161 Đường 30 Tháng 4, TX. Tây Ninh, ",Tây Ninh,(0276) 3829579                                 , ,,Xi Măng - Sản Xuất và Kinh Doanh
181,Công Ty Hoà Bình Xi Măng,"Khối 3,TT. Lương Sơn, H. Lương Sơn, ",Hòa Bình,(0218) 3824211                                 , ,,Xi Măng - Sản Xuất và Kinh Doanh
182,Hà Tiên Kiên Giang - Công Ty Cổ Phần Xi Măng Hà Tiên Kiên Giang,"P. Bình An, H. Kiên Lương, ",Kiên Giang,(0297) 3854359                                 , ,,Xi Măng - Sản Xuất và Kinh Doanh
183,Sài Sơn - Công Ty Cổ Phần Xi Măng Sài Sơn,"X. Sài Sơn, H. Quốc Oai, ",Hà Nội,(024) 3843110                                 , ,,Xi Măng - Sản Xuất và Kinh Doanh
184,Quang Châu - Công Ty TNHH Thương Mại Dịch Vụ,"189 Lê Hồng Phong, P. Trà Nóc, Q. Bình Thủy, ",Tp. Cần Thơ,(0292) 3843499                                 , ,,Xi Măng - Sản Xuất và Kinh Doanh
185,Hạ Long - Vpđd Công Ty Cổ Phần Xi Măng Hạ Long,"162A Nguyễn Tuân, P. Thanh Xuân Nam, Q. Thanh Xuân, ",Hà Nội,(024) 35524892                                , ,,Xi Măng - Sản Xuất và Kinh Doanh
186,Phú Quang - Công Ty TNHH Phú Quang,"56 Thuốc Bắc, Q. Hoàn Kiếm, ",Hà Nội,(024) 38261158                                ,phuquang@hn.vnn.vn                                ,,Xi Măng - Sản Xuất và Kinh Doanh
187,Xí Nghiệp Thành Công,"7 Nguyễn Bỉnh Khiêm, Tp. Buôn Ma Thuột, ",Đắc Lắc,, ,,Xi Măng - Sản Xuất và Kinh Doanh
188,Đức Thịnh - Công Ty TNHH Sản Xuất Thương Mại Dịch Vụ Đức Thịnh,,Tp. Hồ Chí Minh (TPHCM),(028) 37661148                                , ,,Xi Măng - Sản Xuất và Kinh Doanh
189,Liên - Công Ty TNHH Liên,"E3/101 ấp Nguyễn Huệ, X. Quang Trung,H. Thống Nhất, ",Đồng Nai,(0251) 3763563                                 ,ctytnhh@yahoo.com                                 ,,Xi Măng - Sản Xuất và Kinh Doanh
190,Việt Hoa - Công Ty Cổ Phần Việt Hoa,"119 Huỳnh Ngọc Huệ, Q. Thanh Khê, ",Tp. Đà Nẵng,(0236) 3725083                                 , ,,Xi Măng - Sản Xuất và Kinh Doanh
191,Minh Tuấn - Công Ty TNHH Thương Mại & Sản Xuất Minh Tuấn,"2/127D ấp Đình, X. Tân Xuân, H. Hóc Môn, ",Tp. Hồ Chí Minh (TPHCM),(028) 38835224                                ,minhtuanod@yahoo.com                              ,http://www.minhtuancement.com.vn,Xi Măng - Sản Xuất và Kinh Doanh
192,Công Ty Cổ Phần Xi Măng Kiên Giang,"ấp Lò Bom, TT. Kiên Lương, H. Kiên Lương, ",Kiên Giang,(0297) 3853548                                 , ,,Xi Măng - Sản Xuất và Kinh Doanh
193,Công Ty Tiên Sơn Xi Măng,"X. Hồng Quang, H. ứng Hòa, ",Hà Nội,(024) 3775135                                 , ,,Xi Măng - Sản Xuất và Kinh Doanh
194,Hải Vân - Công Ty TNHH Sản Xuất & Thương Mại Hải Vân,"ấp 1A, X. An Phú, H. Thuận An, ",Bình Dương,(0274) 3712749                                 , ,,Xi Măng - Sản Xuất và Kinh Doanh
195,Hà Tiên Kiên Giang Becamex - Công Ty Cổ Phần Xi Măng Hà Tiên Kiên Giang Becamex,"Khu Công Nghiệp Mỹ Phước 1, Đường Vành Đai,TT. Mỹ Phước, H. Bến Cát, ",Bình Dương,(0274) 3565299                                 , ,,Xi Măng - Sản Xuất và Kinh Doanh
196,Công Ty Xi Măng Lào Cai,"X. Pom Han, H. Cam Đường, ",Lào Cai,(0214) 3825938                                 , ,,Xi Măng - Sản Xuất và Kinh Doanh
197,Chi Nhánh - Công Ty Xi Măng Hà Tiên 2,"1B Ngô Quyền, P. Mỹ Bình, Tp. Long Xuyên, ",An Giang,(0296) 3853412                                 , ,,Xi Măng - Sản Xuất và Kinh Doanh
198,Doanh Nghiệp Tư Nhân Đức Tiến,"Lô 44, Khu Kho Cảng Bình Tân,Đường 2, P. Vĩnh Nguyên, Tp. Nha Trang, ",Khánh Hòa,(0258) 3883209                                 , ,,Xi Măng - Sản Xuất và Kinh Doanh
199,Xí Nghiệp Tuyên Quang Xi Măng,"X. Tràng Đà, ",Tuyên Quang,(0207) 3822269                                 , ,,Xi Măng - Sản Xuất và Kinh Doanh
200,Cty Cổ Phần Xi Măng Vật Liệu Xây Dựng Xây Lắp Đà Nẵng-Cn Ninh Thuận,"30C Ngô Gia Tự, TX. Phan Rang-Tháp Chàm, ",Ninh Thuận,(0259) 3839906                                 , ,http://www.coxiva.com.vn,Xi Măng - Sản Xuất và Kinh Doanh
201,Thăng Long Quảng Ninh - Công Ty Cổ Phần Xi Măng - VPĐD,"Phòng 603, Tòa Nhà Thăng Long, 105 Láng Hạ, Q. Đống Đa, ",Hà Nội,(024) 35622726                                , ,,Xi Măng - Sản Xuất và Kinh Doanh
202,Công Ty Cosevco Sông Gianh Xi Măng,"X. Tiến Hóa,H. Tuyên Hóa, ",Quảng Bình,(0232) 3516179                                 ,songgianhcement@yahoo.com                         ,,Xi Măng - Sản Xuất và Kinh Doanh
203,Công Ty Lafarge Liên Doanh Xi Măng,"Tầng12, Tháp Bitexco, 19-25 Nguyễn Huệ, P. Bến Nghé, Q. 1, ",Tp. Hồ Chí Minh (TPHCM),(028) 38212582                                ,info@vn.lafarge.com                               ,http://www.lafarge.com,Xi Măng - Sản Xuất và Kinh Doanh
204,Công Ty Cổ Phần Xi Măng  FICO,"ấp 1, X. Thượng Tân, H. Tân Uyên, ",Bình Dương,(0274) 3680104                                 ,biceco@hcm.vnn.vn                                 ,,Xi Măng - Sản Xuất và Kinh Doanh
205,Mai Long Phước - Công Ty TNHH Mai Long Phước,"204B6/6/2 Nguyễn Văn Hưởng, P. Thảo Điền, Q. 2, ",Tp. Hồ Chí Minh (TPHCM),(028) 62819006                                ,mailongphuoc@gmail.com                            ,,Xi Măng - Sản Xuất và Kinh Doanh
206,Công Ty Xi Măng Hệ Dưỡng,"X. Hội Sơn, H. Hoa Lư, ",Ninh Bình,(0229) 3610192                                 , ,,Xi Măng - Sản Xuất và Kinh Doanh
207,Công Ty Cosevco 1 Xi Măng,"Thôn Quảng Trường,H. Quảng Trạch, ",Quảng Bình,(0232) 3512905                                 , ,,Xi Măng - Sản Xuất và Kinh Doanh
208,Công Ty TNHH Thương Mại & Xây Lắp Quy Nhơn,"2B Phan Chu Trinh, Tp. Quy Nhơn, ",Bình Định,(0256) 3892031                                 ,vlxlqn@vnn.vn                                     ,,Xi Măng - Sản Xuất và Kinh Doanh
209,Thạch Nguyên - Công Ty Cổ Phần Thạch Nguyên,"Tầng1, 795 Trường Chinh, P. Tây Thạnh, Q. Tân Phú, ",Tp. Hồ Chí Minh (TPHCM),(028) 22400482                                , ,,Xi Măng - Sản Xuất và Kinh Doanh
210,Chi Nhánh - Công Ty Xi Măng Hà Tiên 2,"Tầng3, 09-19 Hồ Tùng Mậu, P. Nguyễn Thái Bình, Q. 1, ",Tp. Hồ Chí Minh (TPHCM),(028) 38290324                                , ,,Xi Măng - Sản Xuất và Kinh Doanh
211,Thăng Long - Chi Nhánh Công Ty Cổ Phần Xi Măng Tỉnh Quảng Ninh Thăng Long,,Tp. Hồ Chí Minh (TPHCM),(028) 37800912                                , ,,Xi Măng - Sản Xuất và Kinh Doanh
212,Doanh Nghiệp Tư Nhân Vĩnh Phước,"68 Núi Thành, P. Hòa Thuận Đông, Q. Hải Châu, ",Tp. Đà Nẵng,(0236) 3623607                                 , ,,Xi Măng - Sản Xuất và Kinh Doanh
213,Xí Nghiệp Quảng Bình Xi Măng,"58 Trần Hưng Đạo, TX. Đồng Hới, ",Quảng Bình,(0232) 3822490                                 , ,,Xi Măng - Sản Xuất và Kinh Doanh
214,Công Ty TNHH 402,"81/402 Phạm Văn Thuận,Khu Phố 1, P. Tân Mai, Tp. Biên Hòa, ",Đồng Nai,(0251) 3822172                                 , ,,Xi Măng - Sản Xuất và Kinh Doanh
