name,address,city,phone,email,website,category
Kênh Bất Động Sản Home GoDy,"39/B 411 Huỳnh Văn Chính, P. Phú Trung, Q. Tân Phú, ",Tp. Hồ Chí Minh (TPHCM),0902594927	                             ,mimoxabds@gmail.com	                              ,http://homegody.com,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty CP Nhà Đất Mới,"Số 348, Tố Hữu, P. La Khê, Q. Hà Đông, ",Hà Nội,0936338139                              ,hr@nhadatmoi.net                                  ,http://nhadatmoi.net,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty TNHH Tư Vấn Đầu Tư 456,"159 Xa Lộ Hà Nội, P. Thảo Điền, Q. 2, ",Tp. Hồ Chí Minh (TPHCM),0938839977                              ,info@456.com.vn                                   ,http://456.com.vn,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty Cổ Phần Đồng Xoài Land,"ấp 3, Tiến Hưng, TP. Đồng Xoài, ",Bình Phước,0912941023                              ,gsa.phu@gmail.com                                 ,http://dongxoailand.net,Bất Động Sản - Dịch Vụ Bất Động Sản
Sàn Giao Dịch Bất Động Sản Thiên Kim,"159 Nguyễn Văn Linh, ",Tp. Đà Nẵng,0905647582                              ,phinguyen.thienkim@gmail.com		                    ,http://thienkimreal.com.vn				,Bất Động Sản - Dịch Vụ Bất Động Sản
Ancasa Land - Công Ty TNHH Tư Vấn Bất Động Sản Đại An,"B2.1, BT07, Ô Số 5, KĐT Thanh Hà, Thanh Oai, ",Hà Nội,0962162616                              ,ancasaland@gmail.com                              ,http://ancasa.vn,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty Cổ Phần Xuất Nhập Khẩu Giày Dép Nam á,"130-132 Hồng Hà, P. 9, Q. Phú Nhuận, ",Tp. Hồ Chí Minh (TPHCM),(028) 38478794                                ,namafootwearimex@hcm.vnn.vn                       ,,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty CP DV Bất Động Sản Phúc Hưng Sài Gòn,"137 Lê Quang Định, Phường 14, Bình Thạnh, ",Tp. Hồ Chí Minh (TPHCM),0987579205                              ,quoccuong60@gmail.com                             ,http://http://phuthanhcattuong.com,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty TNHH Kovills,"Số 38A Hai Bà Trưng, Phường Tràng Tiền, Quận Hoàn Kiếm, ",Hà Nội,(024) 63274787                                ,tuan.leanh@kovills.com                            ,http://vn.kovills.com,Bất Động Sản - Dịch Vụ Bất Động Sản
Bất Động Sản Tấn Hưng Thịnh Phát - Công Ty TNHH Thương Mại Dịch Vụ Tấn Hưng Thịnh Phát,"64/1 KP. Bình Phước A, P. Bình Chuẩn, TX. Thuận An, ",Bình Dương,"(0274) 3798568, 0984 568 568                   ",baobihungthinhphat@gmail.com                      ,,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty Bất Động Sản Nhà Phố Đồng Nai,"C5/1, QL1A, KP. 1,P. Long Bình Tân, TP. Biên Hòa, ",Đồng Nai,0986102942                              ,nhaphodongnai@gmail.com                           ,http://nhaphodongnai.com	,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty TNHH Tư Vấn Nha Trang,"24B Pasteur, Xương Huân, Tp. Nha Trang, ",Khánh Hòa,6510216                                 ,services@nhatrangrenting.com                      ,http://nhatrangrenting.com,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty Cổ Phần Bách Lộc Phát,"59A Đặng Thai Mai, Q. Thanh Khê, ",Tp. Đà Nẵng,(0236) 3616766                                 ,bachlocphat@gmail.com                             ,http://dananglease.com,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty Cổ Phần Đầu Tư Thương Mại Tạp Phẩm Sài Gòn,"35 Lê Quý Đôn, P. 7, Q. 3, ",Tp. Hồ Chí Minh (TPHCM),(028) 39325687                                ,info@tocontapsaigon.com                           ,http://www.tocontapsaigon.com,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty CP Bất Động Sản KAIZEN,"Số 3 Dãy C12A Khu TT Đại Học Ngoại Ngữ, P. Dịch Vọng Hậu, Q. Cầu Giấy, ",Hà Nội,0985533882                              ,ba.chien.dn@gmail.com                             ,http://idvila.com,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty TNHH Bất Động Sản Nội Hà - HANPRO,"Phòng 903, B11B, Tổ 60, Khu Đô Thị Nam Trung Yên, P. Trung Hòa, Q. Cầu Giấy, ",Hà Nội,(024) 62810687                                ,rental@hanoiproperty.com                          ,http://www.hanoiproperty.com,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty TNHH Dịch Vụ Ngôi Sao Phương Đông,"Số 10, Đường Số 2, Cư Xá Đô Thành, P. 4, Q. 3, ",Tp. Hồ Chí Minh (TPHCM),01292181234                             ,pdstarcorp@gmail.com                              ,http://topvnland.com,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty TNHH Dịch Vụ Bất Động Sản Sao á Châu,"Lầu 6, 454 Nguyễn Thị Minh Khai, P. 5, Q. 3, ",Tp. Hồ Chí Minh (TPHCM),(028) 62915403                                ,vnsky168@yahoo.com.vn                             ,http://www.starasiaproperties.com.vn,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty TNHH Địa ốc Ninh Kiều,"309A Nguyễn Văn Linh, Phường An Khánh, Quận Ninh Kiều, ",TP. Cần Thơ,0901039139                              ,diaocninhkieu@gmail.com                           ,http://canthomuaban.vn,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty TNHH Ohana Life,"68 Nguyễn Huệ, P. Bến Nghé, Q. 1, ",Tp. Hồ Chí Minh (TPHCM),0947962081                              ,nam.doan@ohanaliving.vn                           ,,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty Cường Thịnh Phát,"201 Phan Văn Trị, P. 13, Q. Bình Thạnh, ",Tp. Hồ Chí Minh (TPHCM),0917262671                              , ,,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty TNHH Dịch Vụ Bất Động Sản Tam Giác Vàng,"361/45/1 Nguyễn Đình Chiểu, P.5, Q.3, ",Tp. Hồ Chí Minh (TPHCM),0909013246                              , ,http://chothuenhaonline.com.vn	,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty Cổ Phần Thương Mại & Dịch Vụ Dầu Khí Biển,"Phòng 209 - 211, Lầu 2, Tòa Nhà Petro Vietnam Tower, 1-5 Lê Duẩn, P. Bến Nghé, Q. 1, ",Tp. Hồ Chí Minh (TPHCM),(028) 39106666                                ,petrosetco.ots@petrosetco.com.vn                  ,http://www.pots.com.vn,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty Địa ốc Long Biên,"Tầng 1, Tòa Nhà No 12-3, KĐT Sài Đồng, Q. Long Biên, ",Hà Nội,0966820499                              ,tuananhks.bds@gmail.com                           ,http://sandiaoclongbien.com,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty Cổ Phần Đầu Tư Mekong Nam á,"Số 98/1 Ung Văn Khiêm, P. 25, Q. Bình Thạnh, ",Tp. Hồ Chí Minh (TPHCM),(028) 35122777                                ,mekongnama@gmail.com                              ,http://mekongnama.com.vn,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty TNHH Đầu Tư Và Thương Mại Đại Phúc An,"218 Phan Đăng Lưu, P. 3, Q. Phú Nhuận, ",Tp. Hồ Chí Minh (TPHCM),0973586283                              ,phonghoinghi.com@gmail.com                        ,http://phonghoinghi.com,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty TNHH Bất Động Sản Liveland,"290/30/24 đường Nơ Trang Long, P. 12, Q. Bình Thạnh, ",Tp. Hồ Chí Minh (TPHCM),0933858946                              ,thuan114971@gmail.com                             ,http://datnen-canho.com,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty Cổ Phần Vietland Capital,"293 Điện Biên Phủ, Q. Bình Thạnh, ",Tp. Hồ Chí Minh (TPHCM),(028) 37407579                                ,tiamo-kimtam@gmail.com                            ,http://www.compa.vn,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty TNHH DV Bất Động Sản Cần Thơ,"23 Nguyễn Tri Phương, P. An Khánh, Q. Ninh Kiều, ",TP. Cần Thơ,0979660889                              ,batdongsancantho1@gmail.com                       ,http://batdongsancantho.vn,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty Cổ Phần Vận Tải Hà Tiên,"Số 296 Trần Não, KP. 2, P. Bình An, Q. 2, ",Tp. Hồ Chí Minh (TPHCM),(028) 37404061                                ,an.nth@vantaihatien.com.vn                        ,http://vantaihatien.com.vn,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty CP Timland,"Số 24, Ngõ 79 Lý Nam Đế, P. Cửa Đông, Q. Hoàn Kiếm, ",Hà Nội,0961593999                              ,ngoquocdunghn@gmail.com                           ,http://ngoquocdung.com,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty TNHH Tân Long Hải Phòng,"Số 2B/193 Đường Văn Cao, P. Đằng Lâm, Q. Hải An, ",Tp. Hải Phòng,0931598869                              ,tanlongvisa@gmail.com                             ,http://visahaiphong.vn,Bất Động Sản - Dịch Vụ Bất Động Sản
Công ty TNHH Dịch vụ Nhà Đất Phố Đông,"Số 23B Đường số 3, P. Bình An, Q. 2, ",Tp. Hồ Chí Minh (TPHCM),0911750009                              ,sales@nhadatphodong.com                           ,http://nhadatphodong.com,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty Cho Thuê Chung Cư Giá Rẻ,"Số 144/1A, Đường số 7, Q. Gò Vấp, ",Tp. Hồ Chí Minh (TPHCM),0935375555                              ,chothuechungcugiarecom@gmail.com                  ,http://chothuechungcugiare.com,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty Cổ Phần Đầu Tư Và Phát Triển Kim Cương,"Tầng 15, Tòa Ecolife Capitol, Số 58 Tố Hữu, Q. Nam Từ Liêm, ",Hà Nội,0904994379                              ,Admin@dih.com.vn                                  ,http://dih.com.vn,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty CP Đầu Tư Địa Ốc Viễn Đông Land,"Số 17, Đồng Xoài, P. 13, Q. Tân Bình, ",Tp. Hồ Chí Minh (TPHCM),0911079439                              ,diaocviendongland@gmail.com                       ,http://viendongland.com.vn,Bất Động Sản - Dịch Vụ Bất Động Sản
Sàn GD Subay Park Hotel & Resort Phan Rang,"Trung Tâm Công Viên Biển Bình Sơn, Đ. Yên Ninh, Tp. Phan Rang, ",Ninh Thuận,0902668026                              ,teccorp.vn@gmail.com                              ,http://teccorp.vn/sunbay-park-condotel-ninh-than,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty Cổ Phần Cấp Thoát Nước Quảng Nam,"86-88 Phan Bội Châu, P. Tân Thạnh, Tp. Tam Kỳ, ",Quảng Nam,(0235) 3812673                                 ,capthoatnuocqnam@gmail.com                        ,http://ctnqnam.com.vn,Bất Động Sản - Dịch Vụ Bất Động Sản
Cửa Hàng Tuấn Sông Hiếu,"Số 6 Trần Nhật Duật, P. 1, TP. Đông Hà, ",Quảng Trị,0965658787                              ,Tuansonghieu@gmail.com                            ,http://Tuansonghieu.com,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty Cổ Phần Tư Vấn Địa ốc 19,"Thôn Hoàng Năm, X. Cổ Nhuế, H. Từ Liêm, ",Hà Nội,(024) 62659865                                ,lienhe@diaoc19.com.vn                             ,http://diaoc19.com.vn,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty Cổ Phần Đầu Tư Bất Động Sản Express Miền Trung,"Số 252, Đường 2 Tháng 9, ",Đà Nẵng,0902245425                              ,admin@expressmientrung.com.vn                     ,,Bất Động Sản - Dịch Vụ Bất Động Sản
Tổng Công Ty Xây Dựng Thủy Lợi 4,"205 Nguyễn Xí, P. 26, Q. Bình Thạnh, ",Tp. Hồ Chí Minh (TPHCM),(028) 38993850                                ,thuyloi4@vnn.vn                                   ,http://www.thuyloi4.com.vn,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty Cổ Phần Tập Đoàn KTA,"Tầng 3, Số 56, Ngõ 102 Trường Chinh, Đống Đa, ",Hà Nội,0947825255                              ,batdongsankta@gmail.com.                          ,http://kta.vn,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty Cổ Phần Đầu Tư Phát Tirển Đồng Khánh,"Ki ốt 156C, Tòa M1C Chung Cư Thanh Hà Cienco 5, Kiến Hưng, Hà Đông, ",Hà Nội,0985888675                              ,khanh2684@gmail.com                               ,http://dongkhanhland.com,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty TNHH Dịch Vụ Bất Động Sản Sao á Châu,"Lầu 6, 454 Nguyễn Thị Minh Khai, P. 5, Q. 3, ",Tp. Hồ Chí Minh (TPHCM),(028) 62915403                                ,vnsky168@yahoo.com.vn                             ,http://www.starasiaproperties.com.vn,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty TNHH Kovills,"Số 38A Hai Bà Trưng, Phường Tràng Tiền, Quận Hoàn Kiếm, ",Hà Nội,(024) 63274787                                ,tuan.leanh@kovills.com                            ,http://vn.kovills.com,Bất Động Sản - Dịch Vụ Bất Động Sản
Hệ Thống Sàn Giao Dịch Bất Động Sản Hưng Thịnh,"526 Nguyễn Chí Thanh, P. 7 , Q. 10, ",Tp. Hồ Chí Minh (TPHCM),(028) 38249897                                ,trungkiendp@gmail.com                             ,http://datduan24h.com,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty CP Nhà Đất Mới,"Số 348, Tố Hữu, P. La Khê, Q. Hà Đông, ",Hà Nội,0936338139                              ,hr@nhadatmoi.net                                  ,http://nhadatmoi.net,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty Cổ Phần Đầu Tư Mekong Nam á,"Số 98/1 Ung Văn Khiêm, P. 25, Q. Bình Thạnh, ",Tp. Hồ Chí Minh (TPHCM),(028) 35122777                                ,mekongnama@gmail.com                              ,http://mekongnama.com.vn,Bất Động Sản - Dịch Vụ Bất Động Sản
Nhà Xưởng Triệu Tuấn - Công Ty TNHH Đầu Tư Triệu Tuấn,"Số 52, Đường Số 1, KP. 2, P. Hòa Phú, TP. Thủ Dầu Một, ",Bình Dương,0982 417 542                            ,anh.woodpellet@gmail.com                          ,http://gotrieutuan.com,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty Cổ Phần Đồng Xoài Land,"ấp 3, Tiến Hưng, TP. Đồng Xoài, ",Bình Phước,0912941023                              ,gsa.phu@gmail.com                                 ,http://dongxoailand.net,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty CP Bất Động Sản KAIZEN,"Số 3 Dãy C12A Khu TT Đại Học Ngoại Ngữ, P. Dịch Vọng Hậu, Q. Cầu Giấy, ",Hà Nội,0985533882                              ,ba.chien.dn@gmail.com                             ,http://idvila.com,Bất Động Sản - Dịch Vụ Bất Động Sản
Bất Động Sản Tấn Hưng Thịnh Phát - Công Ty TNHH Thương Mại Dịch Vụ Tấn Hưng Thịnh Phát,"64/1 KP. Bình Phước A, P. Bình Chuẩn, TX. Thuận An, ",Bình Dương,"(0274) 3798568, 0984 568 568                   ",baobihungthinhphat@gmail.com                      ,,Bất Động Sản - Dịch Vụ Bất Động Sản
Sàn Giao Dịch Bất Động Sản Thiên Kim,"159 Nguyễn Văn Linh, ",Tp. Đà Nẵng,0905647582                              ,phinguyen.thienkim@gmail.com		                    ,http://thienkimreal.com.vn				,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty Cổ Phần SOZO,"54B Quốc Tử Giám, ",Hà Nội,0912 041 000                            ,info@datthocu.com.vn                              ,http://www.datthocu.com.vn,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty Cho Thuê Chung Cư Giá Rẻ,"Số 144/1A, Đường số 7, Q. Gò Vấp, ",Tp. Hồ Chí Minh (TPHCM),0935375555                              ,chothuechungcugiarecom@gmail.com                  ,http://chothuechungcugiare.com,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty Cổ Phần Thương Mại & Dịch Vụ Dầu Khí Biển,"Phòng 209 - 211, Lầu 2, Tòa Nhà Petro Vietnam Tower, 1-5 Lê Duẩn, P. Bến Nghé, Q. 1, ",Tp. Hồ Chí Minh (TPHCM),(028) 39106666                                ,petrosetco.ots@petrosetco.com.vn                  ,http://www.pots.com.vn,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty Cổ Phần Phát Triển Địa ốc CIENCO 5,"TN BQL dự án, Lô CT1, KĐT Thanh Hà B - Cienco5, P. Kiến Hưng, Q Hà Đông, ",Hà Nội,(024) 33552111                                ,vp@cienco5land.com.vn                             ,http://cienco5land.com.vn,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty Cổ Phần Bầu Trời Thái Bình P SKY,"Số 22, Đường A5, Palm Residences, KĐT Palm City, P. An Phú, Q. 2, ",Tp. Hồ Chí Minh (TPHCM),0902584339                              ,ducnhan33@gmail.com                               ,http://empirecity.vip,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty Thông Tin Tư Vấn Và Mua Bán Nhà Đất,"Số 5, P. Võ Cường, Tp. Bắc Ninh, ",Bắc Ninh,"0904223076, 01669660786                 ",e2it_mc2_0pen@yahoo.com                           ,,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty Cổ Phần Bách Lộc Phát,"59A Đặng Thai Mai, Q. Thanh Khê, ",Tp. Đà Nẵng,(0236) 3616766                                 ,bachlocphat@gmail.com                             ,http://dananglease.com,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty Cổ Phần Bất Động Sản Tân Long Land,"Chung cư vườn đào, Tây Hồ, ",Hà Nội,0981403939                              ,builuanbds@gmail.com                              ,http://blogchungcu.com,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty Bất Động Sản Htland.vn,"582 Cộng Hòa, P. 13, Q. Tân Bình, ",Tp. Hồ Chí Minh (TPHCM),0901391268                              ,huuthanh.info@gmail.com                           ,http://htland.vn,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty Địa Ốc Hùng Cường,"323 Tên Lửa Bình Tân, ",Tp. Hồ Chí Minh (TPHCM),0907646075                              ,tranvancuong119@gmail.com                         ,,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty Cổ phần Đầu Tư Assetvn Holdings,"Số 16 Đường 34, P. Bình An, Q. 2, ",Tp. Hồ Chí Minh (TPHCM),0899973979                              ,contact@asset.vn                                  ,http://asset.vn,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty TNHH MTV Thương Mại Và Dịch Vụ Thái Minh,"72 Hàm Nghi, P. Thạc Gián, Q. Thanh Khê, ",Tp. Đà Nẵng,0966874568                              ,thaiminhviet.dn@gmail.com                         ,,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty TNHH Địa ốc An Tín,"Số 69, KDC Phú Hòa 1, TP. Thủ Dầu Một ",Bình Dương,01665340230                             ,Thanhphamantin@gmail.com.vn                       ,,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty TNHH BUILD HOME,"Số 4 Đường số 3, Phường Hiệp Bình Chánh, Quận Thủ Đức, ",Tp. Hồ Chí Minh (TPHCM),0906532901                              ,minhphucbds2212@gmail.com                         ,http://minhphucland.net,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty Cổ Phần Địa Ốc EAGLEHOMES,"408 Điện Biên Phủ, P. 11, Q. 10, ",Tp. Hồ Chí Minh (TPHCM),"0877068968, 0378841694                  ",linhchi030216@gmail.com                           ,http://eaglehomes.vn,Bất Động Sản - Dịch Vụ Bất Động Sản
Nhà Đất Đồng Gia,"Số 29 Ngô Kim Tài, Quán Nam, Quận Lê Chân, ",Tp. Hải Phòng,0936486286                              ,trinhdonggia@gmail.com                            ,http://nhadatdonggia.vn,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty BĐS Bến Thành Real,"27 Trường Chinh, P. Tân Thới Nhất, Q. 12, ",Tp. Hồ Chí Minh (TPHCM),0933403759                              ,benthanhreal.com@gmail.com                        ,http://www.benthanhreal.com,Bất Động Sản - Dịch Vụ Bất Động Sản
Bất Động Sản Gia Tài,"KĐT. Mỹ Phước 3, H. Bến Cát, ",Bình Dương,0911808777                              ,thanhthuy03012001@gmail.com                       ,http://datmyphuoc3giare.com,Bất Động Sản - Dịch Vụ Bất Động Sản
Vinhomes Smart City Tây Mỗ,"Tây Mỗ, Nam Từ Liêm, ",Hà Nội,0978678378                              ,quang15lt@gmail.com                               ,http://vincitysdaimo.com,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty TNHH Đầu Tư & Xây Dựng Phố Nhà Đất,"Số 16, Đ. 35, KP. 7, P. Hiệp Bình Chánh, Q. Thủ Đức, ",Tp. Hồ Chí Minh (TPHCM),0909925365                              ,phonhadat247@gmail.com                            ,http://phonhadat247.com,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty Cổ Phần Phát Triển Thương Mại Thịnh Cường,"Số 21F Ngách 5/107, Đường Vĩnh Hưng, P. Vĩnh Hưng, Hoàng Mai, ",Hà Nội,0948608869                              ,cuongnguyen8386@gmail.com                         ,http://thinhcuongland.com,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty TNHH Xuân Trường Gia,"661 Nguyễn Hữu Thọ, P. Tân Phong, Q. 7, ",Tp. Hồ Chí Minh (TPHCM),(028) 62989145                                ,xuantruonggia@gmail.com                           ,http://ngheban.com,Bất Động Sản - Dịch Vụ Bất Động Sản
Sài Gòn Group,"Số 91, Nguyễn Hữu Cảnh, P. 22, Q. Bình Thạnh, ",Tp. Hồ Chí Minh (TPHCM),090 414 7899                            ,hotrokhachhang.iland@gmail.com                    ,http://saigongroupvn.com,Bất Động Sản - Dịch Vụ Bất Động Sản
Hoa Phượng Home,"225B Đường Lý Thánh Tông, Q. Đồ Sơn, ",Tp. Hải Phòng,Hotline: 0944 567 888                   ,hoaphuonghome@gmail.com                           ,http://hoaphuonghome.vn,Bất Động Sản - Dịch Vụ Bất Động Sản
Công ty Cổ Phần Đầu tư Và Phát Triển Nhà SeaHouse,"10B Nguyễn Hữu Thọ, Quận Hải Châu ",Tp. Đà Nẵng,0901985528                              ,info@seahouse.com.vn                              ,http://seahouse.com.vn,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty Cổ Phần Tư Vấn Đầu Tư Bất Động Sản BTV LAND,"32B Tây Hòa, Phước Long A, Q. 9, ",Tp. Hồ Chí Minh (TPHCM),0901437467                              ,btvland@gmail.com                                 ,http://btvland.com,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty TNHH Bảo Hà Mê Kông,"130/11/28B Đường Nguyễn Huệ, P. 2, TP. Vĩnh Long, ",Vĩnh Long,0918627949                              ,baohamekong2013@gmail.com                         ,http://nhadatvinhlong.com.vn,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty TNHH DV Xuân Nam,"1586 Đường 30/4, P. 12, TP. Vũng Tàu, ",Bà Rịa-Vũng Tàu,(0254) 3807380                                 ,phuongphapm1@gmail.com                            ,http://thuexetulaivungtau.blogspot.com,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty Bất Động Sản Đà Nẵng,"487 Tôn Đức Thắng, Q. Liên Chiểu, ",Tp. Đà Nẵng,0935072533                              ,d.event6789@gmail.com                             ,,Bất Động Sản - Dịch Vụ Bất Động Sản
Đức Việt Mỹ - Công Ty TNHH Đức Việt Mỹ,"15/1Y, Tổ 1, KP. 1A, P. Tân Hiệp, TP. Biên Hòa, ",Đồng Nai,(0251) 3880446                                 ,ducvietmyvn@gmail.com                             ,,Bất Động Sản - Dịch Vụ Bất Động Sản
Bất Động Sản Khách Sạn Altik - Công Ty TNHH Altik,"Phường An Khê, Quận Thanh Khê, ",Tp. Đà Nẵng,0916 722 292                            ,minhtuan0901166696@gmail.com                      ,http://batdongsandng.com,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty TNHH Nhà Đất Đắk Lắk,"Số 92 Đường Nguyễn Xuân Nguyên, P. Tây An, TP. Buôn Ma Thuột, ",Đắc Lắc,(0262) 3919212                                 ,nhadatdaklak@gmail.com                            ,"http://muabannhadatdaklak.vn, nhadatdaklak.xyz",Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty CP Phát Triển DV & Địa Ốc Hà Nội,"Tầng 1, Tòa Nhà No12-3, KĐT Sài Đồng, Long Biên, ",Hà Nội,0919599988                              ,cskhdiaochanoi24h@gmail.com                       ,http://chungcuhanoixanh.net,Bất Động Sản - Dịch Vụ Bất Động Sản
Kênh Mua Bán Nhà Đất,"Số 422 Đường 2 Tháng 9 , P. Hòa Cường Nam, Q. Hải Châu, ",Tp. Đà Nẵng,0935881771                              ,kenhmuabannhadat89@gmail.com                      ,http://kenhmuabannhadat.vn/,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty TNHH TM Cơ Điện Lạnh Thiên ý,"Số 2867/68/15, QL 1A, KP. 6A, P. Tân Thới Nhất, Q. 12, ",Tp. Hồ Chí Minh (TPHCM),0938253824                              ,codienlanhthieny@gmail.com                        ,http://codienlanhthieny.com,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty TNHH Quảng Cáo Và Bất Động Sản Trường Hà,"52 Mai Khắc Đôn, Tp. Huế, ",Thừa Thiên Huế,"(0234) 6272595, 0906499119                     ",truongha.ads@gmail.com                            ,,Bất Động Sản - Dịch Vụ Bất Động Sản
Nguyễn Hữu Nhứt,"Số 91, Đ. 7, KDC City Land, P. 7, Q. Gò Vấp, ",Tp. Hồ Chí Minh (TPHCM),0902869594                              ,huunhut.kienphatland@gmail.com                    ,http://demo124.ninavietnam/thang11_2018/NguyenThiDuyen,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty Bất Động Sản Đà Nẵng,"487 Tôn Đức Thắng, Q. Liên Chiểu, ",Tp. Đà Nẵng,0935072533                              ,d.event6789@gmail.com                             ,,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty TNHH Nhà Đất Đắk Lắk,"Số 92 Đường Nguyễn Xuân Nguyên, P. Tây An, TP. Buôn Ma Thuột, ",Đắc Lắc,(0262) 3919212                                 ,nhadatdaklak@gmail.com                            ,"http://muabannhadatdaklak.vn, nhadatdaklak.xyz",Bất Động Sản - Dịch Vụ Bất Động Sản
QGOUP - Công Ty CP Bất Động Sản QGROUP,"41 Đường số 21D, P. Bình Trị Đông B, Q. Bình Tân, ",Tp. Hồ Chí Minh (TPHCM),0946059229                              ,bdsqgroup@gmail.com                               ,http://qgroup.vn,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty Cổ Phần Sơn Long Thịnh,"Số 1146/39 Quang Trung, P. 8, Q. Gò Vấp, ",Tp. Hồ Chí Minh (TPHCM),(028) 39168303                                ,"thinhsoloti@gmail.com, thinh@sonlongthinh.com     ",http://sonlongthinh.com,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty Cổ Phần Dịch Vụ Bất Động Sản Easy Land,"113/5 Lê Đức Thọ, P. 17, Q. Gò Vấp, ",Tp. Hồ Chí Minh (TPHCM),0906108882                              ,info@easyland.vn                                  ,http://easyland.vn,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty Cổ phần Đầu Tư Assetvn Holdings,"Số 16 Đường 34, P. Bình An, Q. 2, ",Tp. Hồ Chí Minh (TPHCM),0899973979                              ,contact@asset.vn                                  ,http://asset.vn,Bất Động Sản - Dịch Vụ Bất Động Sản
Công Ty Bất Động Sản 3C,"93 Nguyễn Bỉnh Khiêm, Phường Đao Kao, Quận 1, ",Tp. Hồ Chí Minh (TPHCM),(028) 71096568                                ,info@batdongsan3c.com                             ,http://batdongsan3c.com,Bất Động Sản - Dịch Vụ Bất Động Sản
